Name,Count
Planet of the Apes,1
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,1
Heathcliff! The Fast and the Furriest,1
BeatMania IIDX 15: DJ Troopers,1
Blue Breaker: Ken Yorimo Hohoemi o,1
Beyblade Evolution,1
Memories Off 6: Next Relation,1
Jewel Match 2,1
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",1
Popeye: Rush for Spinach,1
Guild Wars: Nightfall,1
Unreal Tournament 2003,1
Phantasy Star Online 2: Episode 3 Deluxe Package,1
MapleStory DS,1
Nobunaga no Yabou DS,1
Nippon no Asoko de,1
Dave Mirra Freestyle BMX 3,1
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,1
My Animal Centre,1
Uppers,1
Nectaris: Military Madness,1
D.C.I.F.: Da Capo Innocent Finale,1
Scared Rider Xechs,1
Curse of the Amsterdam Diamond,1
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,1
Super Collapse! II,1
My Little Baby,1
Power Rangers Super Megaforce,1
Gotcha Force,1
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,1
Shinobi Koutsutsu,1
Minna no Golf Jou Vol.1,1
Shantae and the Pirate's Curse,1
Klonoa 2: Dream Champ Tournament,1
Lethal Enforcers I & II,1
WinBack 2: Project Poseidon,1
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,1
Armored Core SL: Silent Line Portable,1
Great Edo Blacksmith,1
ParaParaParadise,1
Nettou! Powerful Koushien,1
Langrisser: Re:Incarnation Tensei,1
Graffiti Kingdom,1
Sins of a Solar Empire,1
Dennou Senki Virtual-On Force,1
Atelier Shallie Plus: Alchemists of the Dusk Sea,1
Zoboomafoo: Leapin' Lemurs!,1
Renai Revenge,1
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,1
Kaitou Rousseau,1
GunParade Orchestra: Ao no Shou,1
Blokus Portable: Steambot Championship,1
Pet Alien: An Intergalactic Puzzlepalooza,1
S.L.A.I.: Steel Lancer Arena International,1
Ducati World Racing Challenge,1
Pop'n Music 14 Fever!,1
Golden Nugget Casino / Texas Hold 'Em Double Pack,1
Sengoku,1
Konpeki no Kantai,1
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,1
Casino Chaos With Las Vegas Players Collection,1
Tiger & Bunny: On-Air Jack!,1
S.Y.K Renshouden,1
The Idolmaster: Gravure For You! Vol. 5,1
Suzumiya Haruhi no Chokuretsu,1
DJ Max Portable 3,1
Downstream Panic!,1
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,1
Marble Madness / Klax,1
Daibakushou: Jinsei Gekijou,1
Himawari: Pebble in the Sky Portable,1
Eureka Seven AO: Jungfrau no Hanabanatachi,1
Hudson x GReeeeN Live!? DeeeeS!?,1
GTR Evolution,1
Wand of Fortune R,1
Code Geass: Hangyaku no Lelouch,1
Katekyoo Hitman Reborn! Kizuna no Tag Battle,1
CIMA: The Enemy,1
Warship Gunner 2,1
Tokimeki Memorial Girl's Side 1st Love Plus,1
Big Mountain 2000,1
Charlie Blasts Territory,1
Starshot: Space Circus Fever,1
Yume Neko DS,1
Senko no Ronde DUO,1
Lux-Pain (JP sales),1
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,1
Oumagatoki: Kaidan Romance,1
Jack Keane,1
Shining Stars,1
Motor Trend presents Lotus Challenge,1
Mega Minis Volume 2,1
In Cold Blood,1
Battlefield Vietnam,1
Age of Conan: Rise of the Godslayer,1
Gudetama: Hanjuku de Tanomuwa,1
Nisenochigiri: Omoide no Saki e,1
The King of Fighters Portable '94~'98: Chapter of Orochi,1
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,1
Parfait,1
Botanicula,1
Hotel Giant DS,1
Pacific Liberator,1
Bleach DS 4th: Flame Bringer,1
Mystery Trackers: The Void,1
MechAssault: Phantom War,1
The Great Mystery Hidden Object Package 5,1
Ao no Kanata no Four Rhythm,1
PopCap Hits! Vol 2,1
Ouran Koukou Host Bu,1
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,1
Spectral Souls: Resurrection of the Ethereal Empires,1
Sora no Otoshimono: DokiDoki Summer Vacation,1
Stellaris,1
Magicka,1
Hajime no Ippo: The Fighting,1
Blackthorne,1
1000 Cooking Recipes from ELLE à table,1
Moto Racer DS,1
The Last Guy,1
DokuSui: DokiDoki Suikoden,1
Chameleon: To Dye For!,1
UK Truck Simulator,1
Kamigami no Asobi,1
Kong: King of Atlantis,1
The Island of Dr. Frankenstein,1
Animaniacs: The Great Edgar Hunt,1
Lotus Challenge,1
Metal Saga: Hagane no Kisetsu,1
Secrets of the Titanic,1
TV Total Events,1
The IdolM@ster: Gravure For You! Vol. 6,1
Meiji Toukyou Renka: Twilight Kiss,1
Battle Arena Toshinden URA,1
Nobunaga no Yabou DS 2,1
Harukanaru Toki no Naka de 5: Kazahanaki,1
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,1
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,1
Vitamin Z,1
Tsuku Monogatari,1
Darius Burst: Chronicle Saviours,1
Warhammer: Mark of Chaos,1
Betty Boop's Double Shift,1
Labyrinth Cross Blood: Infinity,1
Wrestle Angels: Survivor 2,1
Prince of Persia (2008),1
Coven and Labyrinth of Refrain,1
The Settlers II 10th Anniversary,1
Super Duper Sumos,1
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,1
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,1
HotBrain,1
Dragon Zakura DS,1
Kidou Senshi V Gundam,1
Akane Iro ni Somaru Saka Parallel,1
Galaxy Angel II: Zettairyouiki no Tobira,1
Mahjong Kakutou Club: Zenkoku Taisenban,1
Gintama: Banji Oku Chuubu!,1
Turn It Around,1
Detective Opera: Milky Holmes 2,1
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,1
Power Poke Dash,1
Girls Only,1
OZMAFIA!! -vivace-,1
Gekido Advance: Kintaro's Revenge,1
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,1
Pro Cast Sports Fishing,1
Demon Gaze 2,1
Guitar Freaks V & DrumMania V,1
Neverwinter Nights 2: Mask of the Betrayer,1
Metal Dungeon,1
Kimi no Yuusha,1
Saihai no Yukue,1
Shinseiki Evangelion: Battle Orchestra Portable,1
Grid Runner,1
Megpoid the Music#,1
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),1
Saka Agari Hurricane Portable,1
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,1
Battlefield 1942: The WW II Anthology,1
DICE: DNA Integrated Cybernetic Enterprises,1
HappinessCharge PreCure! Kawarun Collection,1
Misshitsu no Sacrifice,1
Vitamin X: Detective B6,1
Heroes of Hellas 2: Olympia,1
Nanashi no Game Me,1
Hayate no Gotoku! Nightmare Paradise,1
Codename: Panzers Phase Two,1
Blaze Union: Story to Reach the Future,1
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,1
Secret Game Portable,1
Race Driver 2006,1
Bomberman (jp sales),1
Hyakumanton no Bara Bara,1
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,1
Monster Hunter Frontier Online: Forward 1,1
Calcio Bit,1
S.Y.K: Shinsetsu Saiyuuki,1
DeathSmiles II,1
Football Manager Live,1
Black Cat,1
Roadsters,1
X3: Terran Conflict,1
Timeshock! Pro Pinball,1
One Piece: Daikaizoku Coliseum,1
D1 Professional Drift Grand Prix Series,1
101-in-1 Sports Party Megamix,1
Smart Kid's Mega Game Mix,1
Diary Girl,1
Triple Pack: Xbox Live Arcade Compilation,1
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,1
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,1
New Tokyo Legacy: Operation Babel,1
Wand of Fortune: Mirai e no Prologue Portable,1
Starry ? Sky: In Winter,1
Little Bears,1
Nisekoi: Yomeiri!?,1
My Hero Academia: Battle for All,1
Buffy the Vampire Slayer: Wrath of the Darkhul King,1
Rush Hour,1
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,1
DokiDoki Majo Shinpan! 2,1
Ship Simulator 2008,1
Impossible Creatures,1
Toy Shop,1
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,1
Umihara Kawase Jun: Second Edition Kanzenban,1
Hallowed Legends: Samhain,1
The Flintstones: Big Trouble in Bedrock,1
Infinite Stratos 2: Love and Purge,1
Sonic Boom: Fire & Ice,1
Fab 5 Soccer,1
Alien Breed Trilogy,1
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,1
Saru! Get You! SaruSaru Daisakusen,1
Vitamin X Evolution,1
Destiny Links,1
GunGriffon: Allied Strike,1
Metroid Prime: Federation Force,1
Choro Q,1
Ultimate Block Party,1
Best Of Tests,1
Men of War,1
Kisuato,1
Bikkuriman Daijiten,1
Gotouchi Kenkei DS,1
Custom Beat Battle: Draglade 2,1
Foto Showdown,1
Monster Rancher Hop-A-Bout,1
Medarot 9: Kabuto Ver. / Kuwagata Ver.,1
Renegade Racers,1
Flipper Critters,1
Arthur and the Invisibles,1
Raw Danger!,1
Nobunaga no Yabou: Kakushin with Power-Up Kit,1
Silverlicious,1
Captain Tsubasa J: The Way to World Youth,1
Galileo,1
Gakusen Toshi Asterisk Festa: Houka Kenran,1
River City Super Sports Challenge,1
Rampo,1
Alter Ego,1
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,1
Classic Dungeon: Fuyoku no Masoujin,1
Underground Pool,1
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,1
Narcissus: Moshimo Ashita ga Runara,1
Sengoku Efuda Yuugi: Hototogisu Tairan,1
The Inner World,1
East India Company Collection,1
Neverwinter Nights,1
East India Company,1
Sousaku Alice to Oujisama!,1
Chicken Shoot 2,1
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,1
Togainu no Chi: True Blood,1
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,1
Touch Shot! Love Application,1
Tork: Prehistoric Punk,1
Empire Deluxe,1
Smart Girl's Winter Wonderland,1
Madou Monogatari,1
Vegas Casino,1
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,1
Toriko: Ultimate Survival,1
PopCap Arcade Vol 2,1
BeatMania IIDX 14 Gold,1
Nanotek Warrior,1
Disney's Hide & Sneak,1
Nancy Drew: Alibi In Ashes,1
Wizardry XTH: Unlimited Students,1
Yumeiro Patissiere: My Sweets Cooking,1
FIFA World Cup: Germany 2006,1
CT Special Forces,1
Pachinko Kaou: Misora Hibari,1
Senran Kagura: Bon Appétit!,1
The Binding of Isaac,1
Ducati Moto,1
Justice League Heroes: The Flash,1
Ukiyo no Shishi,1
Project Gotham Racing 2 (JP weekly sales),1
PowerSlave,1
Road Trip: Shifting Gears,1
Maximum Racing: GP Classic Racing,1
"Iza, Shutsujin! Koisen",1
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,1
The Sims 2: Glamour Life Stuff,1
Mame Goma: Honobo no Nikki,1
Pop Cutie! Street Fashion Simulation (JP sales),1
Kawasaki Snowmobiles,1
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,1
Emma at the Farm,1
EverBlue 2,1
Gaia Saver Hero Saidai no Sakusen,1
Utawarerumono Portable,1
Angler's Club: Ultimate Bass Fishing 3D,1
Night Head: The Labyrinth,1
Yumi's Odd Odyssey,1
Major Dream: Major Wii Nagero! Gyroball!!,1
Dungeon Siege II,1
James Pond: Codename Robocod,1
Tail Concerto,1
River King: Wonderful Journey,1
Jewel Master: Cradle of Rome,1
Dream Girl Premier,1
Uta no * Prince-Sama: Sweet Serenade,1
Cooking Mama 5: Bon Appetit!,1
The Legend of Korra (3DS),1
Pro Angler Moves,1
AniMates!,1
Sea Park Tycoon,1
.hack: Sekai no Mukou ni + Versus,1
Living Legends: Frozen Beauty,1
Beyond the Labyrinth,1
Best Friends Tonight,1
Franklin the Turtle,1
Jig-A-Pix: Wild World,1
River King: Mystic Valley (jp sales),1
YoKai Watch Dance: Just Dance Special Version,1
Sakura Sakura: Haru Urara,1
Mystery Case Files: Ravenhearst,1
House M.D.,1
Rome: Total War - Gold Edition,1
Combat Mission: Shock Force,1
Catan,1
Street Supremacy,1
Gauntlet / Rampart,1
Age of Empires III: Gold Edition,1
Suujin Taisen,1
Toushin Toshi,1
Tamagotchi no Doki Doki Dream Omisecchi,1
Garfield: A Tale of Two Kitties,1
Earthworm Jim 2,1
Crash Time: Autobahn Pusuit,1
Beastly,1
Guild Wars,1
My Pet Shop (JP sales),1
Konami Classics Series: Arcade Hits,1
Codename: Panzers Cold War,1
Alia's Carnival! Sacrament,1
MotorHead,1
Farming Simulator 2014,1
So-Ra-No-Wo-To: Otome no Gojuusou,1
Technic Beat,1
Sunny Garcia Surfing,1
Far East of Eden Shinden,1
Tantei Jinguuji Saburo DS: Kienai Kokoro,1
Drone Tactics,1
World Sports Competition,1
Renai 0 Kilometer,1
Galleon: Islands of Mystery,1
Shugo Chara! Amunonijiro Chara Change,1
Kekkaishi: Kokubourou Shuurai,1
Bubble Bobble Evolution,1
Mortal Kombat: Tournament Edition,1
Away: Shuffle Dungeon,1
Puzzle & Action: Tant-R,1
Knights of Honor,1
Winning Post 7 2009,1
Mother Goose no Himitsu no Yakata,1
Suggoi! Arcana Heart 2,1
The Sims 2: Bon Voyage,1
Simple DS Series Vol. 42: The Haioku Byoutou,1
Empire Earth II,1
Emergency! Disaster Rescue Squad,1
Highschool Terra Story,1
Take On Helicopters,1
Darkstalkers Resurrection,1
Zero Escape: Virtue's Last Reward,1
Battle Worlds: Kronos,1
Nacho Libre,1
StormLover,1
Gensou Suikoden I & II,1
Raven's Cry,1
Dance Dance Revolution: Hottest Party 5,1
Peak Performance,1
Instant Brain,1
Hot Pixel,1
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,1
Keshisasu-Kun: Battle Kas-tival,1
Go! Go! Hypergrind,1
The Perfect Golf,1
BeatMania IIDX 13: DistorteD,1
Let's Sing 2016,1
Hiiro no Kakera 3: Aoikuro no Kusabi,1
Wrestle Kingdom,1
Kokoro no Kokoron,1
Demon Driver: Time to Burn Rubber!,1
Bigfoot King of Crush,1
Imperium Romanum,1
Blitzkrieg 2 Anthology,1
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,1
Dancing Blade II: Tears of Eden,1
Shin Sangoku Musou Online: Kamishou Ranbu,1
Jyuzaengi: Engetsu Sangokuden,1
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,1
Eyeshield 21: DevilBats DevilDays,1
Bad Apple Wars,1
Ebikore Photo Kano Kiss,1
Gloria Union,1
Coronation Street: The Mystery of the Missing Hotpot Recipe,1
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,1
Guild Wars: Factions,1
Boot Camp Academy,1
Brothers Conflict: Passion Pink,1
Neverwinter Nights Diamond,1
Digger Simulator,1
The Legend of Heroes III: Song of the Ocean,1
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,1
Divinity II: Flames of Vengeance,1
Gal Gun: Double Peace,1
Super Robot Taisen XO,1
Under the Skin,1
Nishijin Pachinko Monogatari 2,1
DragonHeart: Fire & Steel,1
Totally Spies!,1
Battlefield 2142,1
Montessori Music,1
Kabu Trader Shun,1
Poy Poy,1
Dance Factory,1
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,1
Hermie Hopperhead: Scrap Panic,1
DrumMania 7th Mix,1
A Good Librarian Like a Good Shepherd: Library Party,1
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,1
SingStar Fussballhits,1
Runabout 3: Neo Age,1
Sorcery Saga: The Curse of the Great Curry God,1
Hiiro no Kakera 2: Hisui no Shizuku,1
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,1
SingStar Chartbreaker,1
AMNESIA World,1
IL-2 Sturmovik,1
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,1
Dungeon Maker: Hunting Ground,1
Mushihimesama Futari Ver 1.5,1
Jikandia: The Timeless Land,1
Lock On: Modern Air Combat,1
Otomedius Gorgeous,1
Kuryuu Youma Gakuenki Recharge,1
Airship Q,1
Timmy Time,1
My Frogger: Toy Trials,1
Otometeki Koi Kakumei * Love Revo,1
Jet Grind Radio,1
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,1
thinkSMART FAMILY!,1
Hearts of Iron IV,1
Hakuoki Zuisouroku Omokage Hana,1
Homeworld 2,1
Doodle Hex,1
SoulLink Extension,1
Samurai Shodown Anthology (JP sales),1
Medabots 9: Metabee / Rokusho,1
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,1
Fullmetal Alchemist: Brotherhood,1
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,1
Eyeshield 21: Field Saikyou no Senshi Tachi,1
3DS Classic Collection,1
"Sharin no Kuni, Himawari no Shoujo",1
Hajime no Ippo: The Fighting! (2014),1
Brothers Conflict: Brilliant Blue,1
Super Meat Boy: Ultra Edition!,1
Alfa Romeo Racing Italiano,1
The Adventures of Lomax,1
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",1
Toaru Majutsu no Kagaku no Ensemble,1
Cold War,1
Steel Battalion: Line of Contact,1
Triple Crown Championship Snowboarding,1
Vertigo,1
Goosebumps: The Game,1
Rez,1
Bleach: Blade Battlers,1
Uta Kumi 575,1
Naval Ops: Commander,1
Famicom Mini: Dig Dug,1
Reader Rabbit 2nd Grade,1
Bottom of the 9th '99,1
The Train Giant,1
GachiTora! Abarenbou Kyoushi in High School,1
Invizimals: The Lost Kingdom,1
Carve,1
Sangoku Koi Senki: Omoide Gaeshi - CS Edition,1
Shin Sangoku Musou 5 Empires,1
Hakuouki: Reimeiroku,1
Front Mission 2089: Border of Madness,1
Learn Science,1
FairlyLife: MiracleDays,1
Marc Ecko's Getting Up: Contents Under Pressure,1
Death Connection Portable,1
Wing Commander: Prophecy,1
IL-2 Sturmovik: Forgotten Battles,1
Virtual Villagers: A New Home,1
"Murder, She Wrote",1
Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,1
Mister Slime,1
Saki: Zenkoku-hen,1
7 Wonders: Treasures of Seven,1
Dual Hearts,1
Miracle Girls Festival,1
Homeworld,1
Rockin' Pretty,1
Jake Power: Policeman,1
ef - a fairy tale of the two.,1
Zyuden Sentai Kyoryuger: Game de Gaburincho!!,1
New Prince of Tennis: Go to the Top,1
MuvLuv Double Pack,1
Mountain Bike Adrenaline,1
Pretty Cure All Stars Everyone Gather ? Let's Dance!,1
Kamaitachi no Yoru 2: Tokubetsu Hen,1
Uta no Prince-Sama: Music 3,1
Princess Saver! Eternal Love for My Lady,1
The Ultimate Battle of the Sexes,1
Imagine Animal Doctor Care Center,1
Root Double: Before Crime After Days,1
Animal Planet: Vet Collection,1
To Love-Ru Trouble: Darkness - True Princess,1
Tokyo Mew Mew,1
Jitsumei Jikkyou Keiba Dream Classic 2002,1
Bust-A-Bloc,1
Interactive Storybook DS Series 3,1
Jirou Akagawa: Majotachi no Nemuri,1
War for the Overworld,1
Medabots: Infinity,1
Moujuutsukai to Oujisama: Snow Bride Portable,1
Samantha Swift and the Hidden Roses of Athena,1
Samurai Deeper Kyo,1
Shaman King: Soul Fight,1
Twinkle * Crusaders GoGo!,1
Rule of Rose,1
Major Minor's Majestic March,1
Lufia: The Ruins of Lore,1
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE,1
The Professor's Brain Trainer: Logic,1
Phantasy Star Online Episode I & II Plus,1
Hi-Octane: The Track Fights Back!,1
Warriors of the Lost Empire (JP sales),1
Pro Yakyuu Famista 2011,1
Tsuyo Kiss 3 Portable,1
WWF Wrestlemania: The Arcade Game,1
Elemental Gearbolt,1
Dream C Club Portable,1
Imagine: Party Planner,1
Gunbird,1
Backyard NFL Football '08,1
Kiss Bell,1
SBK: Snowboard Kids,1
Command & Conquer Collection,1
Mame Goma 2: Uchi no Ko ga Ichiban!,1
Friends: The One with All the Trivia,1
History Great Empires: Rome,1
Ken to Mahou to Gakuen Mono. 3D,1
Princess on Ice,1
Mighty Beanz: Pocket Puzzles,1
Yuugen Gaisha Brave Company,1
Jojo's Bizarre Adventure,1
Fireman Sam: Action Stations,1
BattleBots: Beyond the BattleBox,1
GunPey,1
Tetris Ultimate,1
Cities in Motion Collection,1
Choro Q Marine: Q Boat,1
Gold and Glory: The Road to El Dorado,1
KimiKiss (ebKore+),1
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!",1
Evolution Snowboarding,1
Meitantei Conan: Tantei Ryoku Trainer,1
Impact Racing,1
Sled Shred featuring the Jamaican Bobsled Team,1
Amazing Island,1
Ukiyo no Roushi,1
Rainbow Islands: Revolution,1
Samurai Dou Portable,1
Lernerfolg Vorschule: Capt'n Sharky,1
Olympic Soccer: Atlanta 1996,1
NHL Powerplay 98,1
Bombastic,1
Minna to Kimi no Piramekino!,1
Unsolved Crimes,1
IL-2 Sturmovik: Cliffs of Dover,1
Rakushou! Pachi-Slot Sengen 4,1
Rebelstar: Tactical Command,1
Drivers Ed Portable,1
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,1
Medabots: Metabee,1
GTI Club: Supermini Festa!,1
Airline Tycoon 2,1
Shining Force III: Scenario 2,1
4 Elements,1
Kyoukai Senjou no Horizon Portable,1
MotoGP 4 - Official Game of MotoGP,1
Death Jr. II: Root of Evil,1
Activision Hits: Remixed,1
18 Wheels of Steel: Extreme Trucker,1
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan,1
Moe Moe 2-Ji Daisenryaku 2,1
Earth Defense Force 2017 (old JP sales),1
Jikkyou Powerful Pro Yakyuu DreamCast Edition,1
SeaBlade,1
Veggy World,1
Koihime Enbu,1
Black Sigil: Blade of the Exiled,1
Sam & Max: Beyond Time and Space,1
Dramatic Dungeon: Sakura Wars - Kimi Arugatame,1
Doraemon: Nobita no Kyouryuu 2006 DS,1
Sengoku Basara X,1
Batman: Gotham City Racer,1
Geten no Hana,1
Sigma Star Saga,1
Monster! Bass Fishing,1
Luminous Arc Infinity,1
Mawashite Tsunageru Touch Panic,1
Harukanaru Toki no Naka de 3 with Izayoiki Aizouban,1
The Sims 4: Luxury Party Stuff,1
Trick x Logic: Season 1,1
Microsoft Flight Simulator X Acceleration Expansion Pack,1
Nanostray 2,1
Lagoon,1
Earth Defense Force 4.1: The Shadow of New Despair,1
Pony Friends,1
RPG Tsukuru DS,1
Shifters,1
D.Gray-man: Sousha no Shikaku,1
Indianapolis 500 Evolution,1
Ookami to Koushinryou: Omiowataru Kaze,1
TV Anime: Fairy Tale Gekitou! Madoushi Kessen,1
Tiny Toon Adventures: Toonenstein - Dare to Scare,1
School Days LxH,1
Slide Adventure: Mag Kid,1
Prism: Light the Way,1
Battleship / Connect Four / Sorry! / Trouble,1
Air Traffic Chaos,1
Stranger of Sword City,1
MorphX,1
Ontamarama,1
Hakuoki: Stories of the Shinsengumi,1
DokiDoki Majo Shinpan!,1
Starry ? Sky: In Spring,1
Kart Racer,1
Kids Learn Music A+ Edition,1
The Idolm@ster: Dearly Stars,1
Ikki Tousen: Shining Dragon,1
Kurogane Kaikitan,1
The Typing of the Dead,1
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,1
Thunder Force V: Perfect System,1
Arthur! Ready to Race,1
The Idolmaster: Gravure For You! Vol. 2,1
Pet Pals: New Leash on Life,1
Imagine: Artist,1
Toxic Grind,1
Kawasaki Jet Ski,1
Expendable,1
Yanya Caballista: City Skater,1
Fishdom,1
Genkai Tokki: Seven Pirates,1
Men of War: Assault Squad,1
ScrapLand,1
Phantom Crash,1
Starry ? Sky: After Autumn,1
Taiho Shichauzo!,1
Summon Night X: Tears Crown,1
Dokuro,1
Tennis no Oji-Sama: 2005 Crystal Drive,1
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Fuujirareta Megami Portable,1
Downforce,1
Armored Core: Formula Front Extreme Battle,1
Ferrari F355 Challenge,1
Ultra Bust-A-Move,1
Tour de France 2011,1
Minna no Ennichi,1
Myth Makers: Orbs of Doom,1
Pachinko Wars II,1
Sora no Otoshimono Forte: Dreamy Season,1
Culdcept Revolt,1
Samurai Shodown V,1
Growlanser: Heritage of War (jp sales),1
Pro Fishing Challenge,1
Choujikuu Yousai Macross: Do You Remember Love,1
Dynamite Headdy,1
Minna no Chizu 2,1
Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,1
Bass Rise,1
DoDonPachi Resurrection,1
Worldwide Soccer Manager 2006,1
Judge Dredd,1
Dokapon Journey,1
Dengeki Gakuen RPG: Cross of Venus,1
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,1
Monster Bomber,1
Fatal Fury: Wild Ambition,1
Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,1
Fatal Fury: Battle Archives Volume 1 (JP sales),1
CT Special Forces 2: Back in the Trenches,1
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!,1
Drill Dozer,1
Samurai Champloo: Sidetracked,1
Doraemon 2: Nobita no Toizurando Daibouken,1
Franklin's Great Adventures,1
Domino Rally,1
TrackMania Turbo: Build to Race,1
The Nightmare of Druaga: Fushigino Dungeon,1
Omega Labyrinth,1
Air Conflicts: Aces of World War II,1
Cities in Motion,1
The Humans: Meet the Ancestors!,1
Koi to Senkyo to Chocolate Portable,1
Strawberry Shortcake: Strawberryland Games,1
Dead or Alive Xtreme 3: Fortune,1
Otogi 2: Immortal Warriors,1
Truck Racer,1
Pony Friends: Mini Breeds Edition,1
Shin Sangoku Musou 5 Special,1
Hiiro no Kakera Portable,1
Tsumiki: Block Drop Mania,1
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,1
Dreamer Series: Puppy Trainer,1
Farming Simulator 15 Expansion Pack,1
Neo Angelique,1
Mr Bean's Wacky World of Wii,1
PQ2: Practical Intelligence Quotient,1
The Idolmaster 2,1
JoJo no Kimy? na B?ken Fantomu Buraddo,1
Zoo Quest: Puzzle Fun!,1
Jan Sangoku Musou,1
Game no Kanzume Vol 2,1
Tenchu: Dark Secret,1
Fate/Unlimited Codes Portable,1
Namco Museum Battle Collection (JP sales),1
Brandish: The Dark Revenant,1
Summon Night: Swordcraft Story,1
Taito Legends Power Up,1
Code Lyoko,1
Virtua Striker 2002,1
A-Train 6,1
Dance Dance Revolution: Mario Mix (JP sales),1
Durarara!! Relay,1
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,1
Klonoa Beach Volleyball,1
Pro Yakyuu Netsu Star 2007,1
Imagine: Resort Owner,1
RalliSport Challenge(JP sales),1
Starry ? Sky: In Summer,1
Dragon Quest X: All in One Package,1
Ballblazer Champions,1
Wedding Planner: Dream Weddings Guaranteed,1
Record of Lodoss War: Eiyuu Sensou,1
Exhibition Volume 5,1
Match 3 Madness,1
Winning Post 4 Maximum,1
World Soccer Winning Eleven 9 (US sales),1
San Goku Shi DS 2,1
Genkai Tokki: Moero Crystal,1
Cabela's Dangerous Hunts: Ultimate Challenge,1
Element Hunter,1
Steal Princess,1
Pop Cutie! Street Fashion Simulation,1
Cossacks: European Wars,1
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,1
Fate/Tiger Colosseum Upper,1
Zoo Tycoon 2,1
